"type","date","summary","link","critical","non_critical","hall"
"Standard/Critical Control Point Inspection","9-Apr-2025","0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=BFD8C6D9B21AC5B685258C6700608026","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lord Saunders"
"Standard/Critical Control Point Inspection","7-Oct-2024","1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=D935066AE582923985258BAF0057ED0B","
3717-1-06.4(K) / Controlling pests.Critical    Presence of live insects, rodents, and other pests.
-Observed small flies around the juice machine.
-Contact a licensed pest control company to abate the issue.
-Discussed cleaning around the equipment more frequently. 
","
 3717-1-04.5(D) / Nonfood-contact surfaces - cleaning frequency.    Non-food contact surface(s) not cleaned at the required frequency.
-Observed an equipment storage shelf with sticky residue on the shelves.
-Clean the shelves to remove the residue. 
","Lord Saunders"
"Standard/Critical Control Point Inspection","15-Apr-2024","2 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=2D33F32C53A2309E85258B00005798DC","
3717-1-04.4(L) / Mechanical warewashing equipment - hot water sanitization temperaturesCritical    Hot water for mechanical sanitization is below required temperature.
-Observed the high temperature warewashing machine to reach sanitizing temperatures of 157*F.
-Repair the machine so it is sanitizing at appropriate temperatures.
-Ensure utensils are sanitized in the three compartment sink until the warewashing machine is reaching temperatures of at least 165*F. 
 3717-1-06.4(K) / Controlling pests.Critical    Presence of live insects, rodents, and other pests.
-Observed flies in the kitchen area.
-Contact a licensed pest control company to abate the issue.
-Discussed cleaning floor drains and non-food contact areas frequently to minimize pest attraction. 
","

","Lord Saunders"
"Standard/Critical Control Point Inspection","24-Oct-2023","0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=AF1606156370A4AD85258A52005D7FCD","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lord Saunders"
"Standard/Critical Control Point Inspection","19-Apr-2023","2 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=4D4ADFDF03E461938525899600611078","
3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical  Corrected During Inspection Equipment food-contact surfaces or utensils are unclean.
-Observed a knife in the knife storage box with debris.
-PIC removed the knife to be cleaned. 
 3717-1-06.4(K) / Controlling pests.Critical    Presence of live insects, rodents, and other pests.
-Observed several small flies in the mop room.
-Contact a pest control company to remediate the issue. 
","
 3717-1-04.4(A)(2) / Equipment components kept intact, tight, and adjusted    Equipment components are not intact, tight or properly adjusted.
-Observed ice build up in the walk in freezer.
-Ice had started forming on food products stored beneath the build up.
-Repair the freezer and do not store food underneath the affected area until the unit is repaired. 
","Lord Saunders"
"Standard/Critical Control Point Inspection","26-Oct-2022","0 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=8274F912A1E8D7BD852588E7005E5DC9","

","
3717-1-04.5(B)(5) / Equipment food-contact surfaces and utensils - cleaning frequency.    Utensils and equipment contacting non-TCS foods not cleaned at requried frequency.
-Observed buildup inside the nozzles on the Pepsi machine.
-Ensure the nozzles are removed and cleaned more frequently. 
 3717-1-06.4(H) / Cleaning and maintenance of plumbing fixtures.    Plumbing fixtures unclean.
-Observed the urinal in the men's restroom to be soiled. 
-Clean the urinal. 
","Lord Saunders"
"Standard/Critical Control Point Inspection","5-May-2022","1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=533551A39F63E54F852588390066256F","
3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical  Corrected During Inspection Equipment food-contact surfaces or utensils are unclean.
-Observed old food debris built up on the blade of the meat slicer.
-PIC instructed staff to start cleaning the slicer. 
","
 3717-1-04.8(E)(2) / Clean equipment and utensils stored in a self-draining position and covered or inverted.    Clean equipment and utensils not stored in a self-draining position and covered or inverted.
-Observed ice buckets not stored in an inverted position. 
-Ensure ice buckets are inverted to allow proper drainage. 
","Lord Saunders"
"Standard/Critical Control Point Inspection","12-Jan-2022","2 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=56EC79C4762BDF9A852587C800719BA0","
3717-1-03.1(L) / Package integrity - specifications for receivingCritical  Corrected During Inspection Food package(s) received in poor condition. Observed dented cans. Ensure that dented cans are properly handled. 
 3717-1-03.2(W)(3) / Consumer self-service operations - proper monitoring by employeesCritical    Self-service operation not properly monitored. Consumer self-service operations such as buffets and salad bars shall be monitored by food employees trained in safe operating procedures. Area for ice cream/salad bar needs to be properly monitored. Discussed with PIC.  
","
 3717-1-05.1(S) / Plumbing system - maintained in good repair.    Observed leak in hand sink in women's rest room. Repair leak. 
","Lord Saunders"
"Standard/Critical Control Point Inspection","20-Apr-2021","2 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=8E5EBBF9583E5B7B852586BD0064112B","
3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical  Corrected During Inspection Equipment food-contact surfaces or utensils are unclean. Observed clean dishes on shelf with food debris inside dishes. Discussed moving trash can near shelf in kitchen. During inspection trash can was moved and dishes were moved to dish washing area to be cleaned.    
 3717-1-05.1(D) / Backflow prevention - air gap.Critical    Observed air break for ice cream freezer dipwells and soda lines behind equipment. An air gap between the water supply inlet and the flood level rim of the plumbing fixture, equipment, or nonfood equipment shall be at least twice the diameter of the water supply inlet and may not be less than one inch. Will check violation during next standard inspection. 
","
 3717-1-03.2(Y) / Miscellaneous sources of contamination.  Corrected During Inspection Food not protected from contamination. Observed a pan of tamales covered in plastic in freezer with heavy food box placed on top of plastic wrap- breaking plastic wrap and exposing tamales to box bottom. Tamales voluntarily discarded during inspection.  
 3717-1-04.8(E)(2) / Clean equipment and utensils stored in a self-draining position and covered or inverted.    Clean equipment and utensils not stored covered or inverted. Ensure clean items are covered or inverted to protect from contamination.  
","Lord Saunders"
"Standard/Critical Control Point Inspection","12-Aug-2020","0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=A683BAEC0E550E04852585C2005BC4B4","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lord Saunders"
"Standard/Critical Control Point Inspection","3-Oct-2019","0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=64A0745D77D301F28525848800715ABF","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lord Saunders"
"Standard/Critical Control Point Inspection","5-Mar-2019","1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=9047395E9C088252852583B40074D6F8","
3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical  Corrected During Inspection Equipment food-contact surfaces or utensils are unclean.CCP
-Observed debris build up on chocolate milk dispensing tube on bulk milk machine. 
","
 3717-1-04.2(H)(2) / Temperature measuring devices - mechanical warewashing.    Irreversible registering temperature indicator not readily accessible for hot water mechanical warewashing operations. 
","Lord Saunders"
"Standard/Critical Control Point Inspection","27-Sep-2018","1 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=CD299D07B3FA791285258315006B8C20","
3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Working containers of poisonous or toxic materials not properly labeled.CCP
-Label spray bottle of glass cleaner 
","
 3717-1-03.5(C)(3) / Food labels - bulk food    Bulk food for customer self-service not properly labeled.
-Provide label for cookies 
 3717-1-04.4(S)(2) / Single-service articles and single-use articles - bulk milk container dispensing tube  Corrected During Inspection Dispensing tube on bulk milk container not cut properly
-The bulk milk container dispensing tube shall be cut on the diagonal leaving no more than one inch protruding from the chilled dispensing head.  
","Lord Saunders"
"Standard Inspection","8-Mar-2018","0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=104F3AD707D150298525824A0075B02C","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lord Saunders"
"Critical Control Point Inspection","8-Mar-2018","6 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=6257202072982B718525824A0075FD84","","","Lord Saunders"
"Standard Inspection","29-Nov-2017","0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=D16E639905DB6E8B852581E7005FEE02","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lord Saunders"
"Critical Control Point Inspection","29-Nov-2017","4 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=E89D0EF3C164A213852581E7005F76BF","","","Lord Saunders"
"Standard Inspection","20-Apr-2017","0 critical & 3 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=8F4B75E5956ECEAE852581080070EE25","

","
3717-1-03.2(K) / In-use utensils - between-use storage.  Corrected During Inspection In-use utensils are improperly stored. Observed a handled scoop stored in a container of rice in contact with the food product.During pauses in food preparation or dispensing, food preparation and dispensing utensils shall be stored as described in this rule. PIC removed the scoop to prevent contamination of the food product.
 3717-1-03.2(Q) / Food storage - preventing contamination from the premises.  Corrected During Inspection Observed improper storage of food items. Observed personal food items (sandwich) owned by a food employee stored on top of the bagged milk in the milk dispenser.Food shall be protected from contamination by storing the food in a clean, dry location, where it is not exposed to splash, dust, or other contamination, and at least six inches above the floor. PIC removed personal food item from this storage area.
 3717-1-06.4(D) / Cleaning ventilation systems, nuisance and discharge prohibition.    The ventilation system was not being properly cleaned. Observed an air ventilation grate above clean equipment storage that contained dust build-up.Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination. If vented to the outside, ventilation systems may not create a public health hazard or nuisance or unlawful discharge. Clean the ventilation grates to prevent contamination of equipment, food contact surfaces, and/or food products beneath.
","Lord Saunders"
"Critical Control Point Inspection","20-Apr-2017","10 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=90550B95FDC876D1852581080072366B","","","Lord Saunders"
